,x
1249,峨眉山Ａ 000888
1250,渤海物流 000889
1251,法 尔 胜 000890
1252,*ST星美 000892
1253,东凌粮油 000893
1254,双汇发展 000895
1255,津滨发展 000897
1256,鞍钢股份 000898
1257,赣能股份 000899
1258,现代投资 000900
1259,航天科技 000901
1260,*ST中服 000902
1261,云内动力 000903
1262,厦门港务 000905
1263,南方建材 000906
1264,*ST天一 000908
1265,数源科技 000909
1266,大亚科技 000910
1267,南宁糖业 000911
1268,泸 天 化 000912
1269,钱江摩托 000913
1270,山大华特 000915
1271,华北高速 000916
1272,电广传媒 000917
1273,嘉凯城 000918
1274,金陵药业 000919
1275,南方汇通 000920
1276,ST 科 龙 000921
1277,*ST阿继 000922
1278,河北宣工 000923
1279,众合机电 000925
1280,福星股份 000926
1281,一汽夏利 000927
1282,中钢吉炭 000928
1283,兰州黄河 000929
1284,丰原生化 000930
1285,中 关 村 000931
1286,华菱钢铁 000932
1287,神火股份 000933
1288,四川双马 000935
1289,华 西 村 000936
1290,冀中能源 000937
1291,紫光股份 000938
1292,凯迪电力 000939
1293,南天信息 000948
1294,新乡化纤 000949
1295,建峰化工 000950
1296,中国重汽 000951
1297,广济药业 000952
1298,*ST河化 000953
1299,ST欣龙 000955
1300,中通客车 000957
1301,*ST东热 000958
1302,首钢股份 000959
1303,锡业股份 000960
1304,中南建设 000961
1305,东方钽业 000962
1306,华东医药 000963
1307,天保基建 000965
1308,长源电力 000966
1309,上风高科 000967
1310,煤 气 化 000968
1311,安泰科技 000969
1312,中科三环 000970
1313,ST迈亚 000971
1314,新 中 基 000972
1315,佛塑股份 000973
1316,科 学 城 000975
1317,*ST春晖 000976
1318,浪潮信息 000977
1319,桂林旅游 000978
1320,中弘地产 000979
1321,金马股份 000980
1322,中银绒业 000982
1323,西山煤电 000983
1324,大庆华科 000985
1325,广州友谊 000987
1326,华工科技 000988
1327,九 芝 堂 000989
1328,诚志股份 000990
1329,闽东电力 000993
1330,ST皇台 000995
1331,中国中期 000996
1332,新 大 陆 000997
1333,隆平高科 000998
1334,华润三九 000999
1335,宗申动力 001696
1336,*ST豫能 001896
1337,新 和 成 002001
1338,ST琼花 002002
1339,伟星股份 002003
1340,华邦制药 002004
1341,德豪润达 002005
1342,精功科技 002006
1343,华兰生物 002007
1344,大族激光 002008
1345,天奇股份 002009
1346,传化股份 002010
1347,盾安环境 002011
1348,凯恩股份 002012
1349,中航精机 002013
1350,永新股份 002014
1351,霞客环保 002015
1352,世荣兆业 002016
1353,东信和平 002017
1354,华星化工 002018
1355,鑫富药业 002019
1356,京新药业 002020
1357,中捷股份 002021
1358,科华生物 002022
1359,海特高新 002023
1360,苏宁电器 002024
1361,航天电器 002025
1362,山东威达 002026
1363,七喜控股 002027
1364,思源电气 002028
1365,七 匹 狼 002029
1366,达安基因 002030
1367,巨轮股份 002031
1368,苏 泊 尔 002032
1369,丽江旅游 002033
1370,美 欣 达 002034
1371,华帝股份 002035
1372,宜科科技 002036
1373,久联发展 002037
1374,双鹭药业 002038
1375,黔源电力 002039
1376,南 京 港 002040
1377,登海种业 002041
1378,华孚色纺 002042
1379,兔 宝 宝 002043
1380,江苏三友 002044
1381,广州国光 002045
1382,轴研科技 002046
1383,成霖股份 002047
1384,宁波华翔 002048
1385,晶源电子 002049
1386,三花股份 002050
1387,中工国际 002051
1388,同洲电子 002052
1389,云南盐化 002053
1390,德美化工 002054
1391,得润电子 002055
1392,横店东磁 002056
1393,中钢天源 002057
1394,威 尔 泰 002058
1395,云南旅游 002059
1396,粤 水 电 002060
1397,江山化工 002061
1398,宏润建设 002062
1399,远光软件 002063
1400,华峰氨纶 002064
1401,东华软件 002065
1402,瑞泰科技 002066
1403,景兴纸业 002067
1404,黑猫股份 002068
1405,獐 子 岛 002069
1406,众和股份 002070
1407,江苏宏宝 002071
1408,*ST德棉 002072
1409,软控股份 002073
1410,东源电器 002074
1411,雪 莱 特 002076
1412,大港股份 002077
1413,太阳纸业 002078
1414,苏州固锝 002079
1415,中材科技 002080
1416,金 螳 螂 002081
1417,栋梁新材 002082
1418,孚日股份 002083
1419,海鸥卫浴 002084
1420,万丰奥威 002085
1421,东方海洋 002086
1422,新野纺织 002087
1423,鲁阳股份 002088
1424,新 海 宜 002089
1425,金智科技 002090
1426,江苏国泰 002091
1427,中泰化学 002092
1428,国脉科技 002093
1429,青岛金王 002094
1430,生 意 宝 002095
1431,南岭民爆 002096
1432,山河智能 002097
1433,浔兴股份 002098
1434,海翔药业 002099
1435,天康生物 002100
1436,广东鸿图 002101
1437,冠福家用 002102
1438,广博股份 002103
1439,恒宝股份 002104
1440,信隆实业 002105
1441,莱宝高科 002106
1442,沃华医药 002107
1443,沧州明珠 002108
1444,兴化股份 002109
1445,三钢闽光 002110
1446,威海广泰 002111
1447,三变科技 002112
1448,ST天润 002113
1449,罗平锌电 002114
1450,三维通信 002115
1451,中国海诚 002116
1452,东港股份 002117
1453,紫鑫药业 002118
1454,康强电子 002119
1455,新海股份 002120
1456,科陆电子 002121
1457,天马股份 002122
1458,荣信股份 002123
1459,天邦股份 002124
1460,湘潭电化 002125
1461,银轮股份 002126
1462,新民科技 002127
1463,露天煤业 002128
1464,中环股份 002129
1465,沃尔核材 002130
1466,利欧股份 002131
1467,恒星科技 002132
1468,广宇集团 002133
1469,天津普林 002134
1470,东南网架 002135
1471,安 纳 达 002136
1472,实 益 达 002137
1473,顺络电子 002138
1474,拓邦股份 002139
1475,东华科技 002140
1476,蓉胜超微 002141
1477,宁波银行 002142
1478,高金食品 002143
1479,宏达高科 002144
1480,*ST钛白 002145
1481,荣盛发展 002146
1482,方圆支承 002147
1483,北纬通信 002148
1484,西部材料 002149
1485,江苏通润 002150
1486,北斗星通 002151
1487,广电运通 002152
1488,石基信息 002153
1489,报 喜 鸟 002154
1490,辰州矿业 002155
1491,通富微电 002156
1492,正邦科技 002157
1493,汉钟精机 002158
1494,三特索道 002159
1495,常铝股份 002160
1496,远 望 谷 002161
1497,斯 米 克 002162
1498,中航三鑫 002163
1499,东力传动 002164
1500,红 宝 丽 002165
1501,莱茵生物 002166
1502,东方锆业 002167
1503,深圳惠程 002168
1504,智光电气 002169
1505,芭田股份 002170
1506,精诚铜业 002171
1507,澳洋科技 002172
1508,山 下 湖 002173
1509,梅 花 伞 002174
1510,广陆数测 002175
1511,江特电机 002176
1512,御银股份 002177
1513,延华智能 002178
1514,中航光电 002179
1515,万 力 达 002180
1516,粤 传 媒 002181
1517,云海金属 002182
1518,怡 亚 通 002183
1519,海得控制 002184
1520,华天科技 002185
1521,全 聚 德 002186
1522,广百股份 002187
1523,新 嘉 联 002188
1524,利达光电 002189
1525,成飞集成 002190
1526,劲嘉股份 002191
1527,路翔股份 002192
1528,山东如意 002193
1529,武汉凡谷 002194
1530,海隆软件 002195
1531,方正电机 002196
1532,证通电子 002197
1533,嘉应制药 002198
1534,东晶电子 002199
1535,绿 大 地 002200
1536,九鼎新材 002201
1537,金风科技 002202
1538,海亮股份 002203
1539,华锐铸钢 002204
1540,国统股份 002205
1541,海 利 得 002206
1542,准油股份 002207
1543,合肥城建 002208
1544,达 意 隆 002209
1545,飞马国际 002210
1546,宏达新材 002211
1547,南洋股份 002212
1548,特 尔 佳 002213
1549,大立科技 002214
1550,诺 普 信 002215
1551,三全食品 002216
1552,联合化工 002217
1553,拓日新能 002218
1554,独 一 味 002219
1555,天宝股份 002220
1556,东华能源 002221
1557,福晶科技 002222
1558,鱼跃医疗 002223
1559,三 力 士 002224
1560,濮耐股份 002225
1561,江南化工 002226
1562,奥 特 迅 002227
1563,合兴包装 002228
1564,鸿博股份 002229
1565,科大讯飞 002230
1566,奥维通信 002231
1567,启明信息 002232
1568,塔牌集团 002233
1569,民和股份 002234
1570,安妮股份 002235
1571,大华股份 002236
1572,恒邦股份 002237
1573,天威视讯 002238
1574,金 飞 达 002239
1575,威华股份 002240
1576,歌尔声学 002241
1577,九阳股份 002242
1578,通产丽星 002243
1579,滨江集团 002244
1580,澳洋顺昌 002245
1581,北化股份 002246
1582,帝龙新材 002247
1583,华东数控 002248
1584,大洋电机 002249
1585,联化科技 002250
1586,步 步 高 002251
1587,上海莱士 002252
1588,川大智胜 002253
1589,烟台氨纶 002254
1590,海陆重工 002255
1591,彩虹精化 002256
1592,利尔化学 002258
1593,升达林业 002259
1594,伊 立 浦 002260
1595,拓维信息 002261
1596,恩华药业 002262
1597,大 东 南 002263
1598,新 华 都 002264
1599,西仪股份 002265
1600,浙富股份 002266
1601,陕天然气 002267
1602,卫 士 通 002268
1603,美邦服饰 002269
1604,法因数控 002270
1605,东方雨虹 002271
1606,川润股份 002272
1607,水晶光电 002273
1608,华昌化工 002274
1609,桂林三金 002275
1610,万马电缆 002276
1611,友阿股份 002277
1612,神开股份 002278
1613,久其软件 002279
1614,新世纪 002280
1615,光迅科技 002281
1616,博深工具 002282
1617,天润曲轴 002283
1618,亚太股份 002284
1619,世联地产 002285
1620,保龄宝 002286
1621,奇正藏药 002287
1622,超华科技 002288
1623,宇顺电子 002289
1624,禾盛新材 002290
1625,星期六 002291
1626,奥飞动漫 002292
1627,罗莱家纺 002293
1628,信立泰 002294
1629,精艺股份 002295
1630,辉煌科技 002296
1631,博云新材 002297
1632,鑫龙电器 002298
1633,圣农发展 002299
1634,太阳电缆 002300
1635,齐心文具 002301
1636,西部建设 002302
1637,美盈森 002303
1638,洋河股份 002304
1639,南国置业 002305
1640,湘鄂情 002306
1641,北新路桥 002307
1642,威创股份 002308
1643,中利科技 002309
1644,东方园林 002310
1645,海大集团 002311
1646,三泰电子 002312
1647,日海通讯 002313
1648,雅致股份 002314
1649,焦点科技 002315
1650,键桥通讯 002316
1651,众生药业 002317
1652,久立特材 002318
1653,乐通股份 002319
1654,海峡股份 002320
1655,华英农业 002321
1656,理工监测 002322
1657,中联电气 002323
1658,普利特 002324
1659,洪涛股份 002325
1660,永太科技 002326
1661,富安娜 002327
1662,新朋股份 002328
1663,皇氏乳业 002329
1664,得利斯 002330
1665,皖通科技 002331
1666,仙琚制药 002332
1667,罗普斯金 002333
1668,英威腾 002334
1669,科华恒盛 002335
1670,人人乐 002336
1671,赛象科技 002337
1672,奥普光电 002338
1673,积成电子 002339
1674,格林美 002340
1675,新纶科技 002341
1676,巨力索具 002342
1677,禾欣股份 002343
1678,海宁皮城 002344
1679,潮宏基 002345
1680,柘中建设 002346
1681,泰尔重工 002347
1682,高乐股份 002348
1683,精华制药 002349
1684,北京科锐 002350
1685,漫步者 002351
1686,鼎泰新材 002352
1687,杰瑞股份 002353
1688,科冕木业 002354
1689,兴民钢圈 002355
1690,浩宁达 002356
1691,富临运业 002357
1692,森源电气 002358
1693,齐星铁塔 002359
1694,同德化工 002360
1695,神剑股份 002361
1696,汉王科技 002362
1697,隆基机械 002363
1698,中恒电气 002364
1699,永安药业 002365
1700,丹甫股份 002366
1701,康力电梯 002367
1702,太极股份 002368
1703,卓翼科技 002369
1704,亚太药业 002370
1705,七星电子 002371
1706,伟星新材 002372
1707,联信永益 002373
1708,丽鹏股份 002374
1709,亚厦股份 002375
1710,新北洋 002376
1711,国创高新 002377
1712,章源钨业 002378
1713,鲁丰股份 002379
1714,科远股份 002380
1715,双箭股份 002381
1716,蓝帆股份 002382
1717,合众思壮 002383
1718,东山精密 002384
1719,大北农 002385
1720,天原集团 002386
1721,黑牛食品 002387
1722,新亚制程 002388
1723,南洋科技 002389
1724,信邦制药 002390
1725,长青股份 002391
1726,北京利尔 002392
1727,力生制药 002393
1728,联发股份 002394
1729,双象股份 002395
1730,星网锐捷 002396
1731,梦洁家纺 002397
1732,建研集团 002398
1733,海普瑞 002399
1734,省广股份 002400
1735,交技发展 002401
1736,和而泰 002402
1737,爱仕达 002403
1738,嘉欣丝绸 002404
1739,四维图新 002405
1740,远东传动 002406
1741,多氟多 002407
1742,齐翔腾达 002408
1743,雅克科技 002409
1744,广联达 002410
1745,九九久 002411
1746,汉森制药 002412
1747,常发股份 002413
1748,高德红外 002414
1749,海康威视 002415
1750,爱施德 002416
1751,三元达 002417
1752,康盛股份 002418
1753,天虹商场 002419
1754,毅昌股份 002420
1755,达实智能 002421
1756,科伦药业 002422
1757,中原特钢 002423
1758,贵州百灵 002424
1759,凯撒股份 002425
1760,胜利精密 002426
1761,尤夫股份 002427
1762,云南锗业 002428
1763,兆驰股份 002429
1764,杭氧股份 002430
1765,棕榈园林 002431
1766,九安医疗 002432
1767,太安堂 002433
1768,万里扬 002434
1769,长江润发 002435
1770,兴森科技 002436
1771,誉衡药业 002437
1772,江苏神通 002438
1773,启明星辰 002439
1774,闰土股份 002440
1775,众业达 002441
1776,龙星化工 002442
1777,金洲管道 002443
1778,巨星科技 002444
1779,中南重工 002445
1780,盛路通信 002446
1781,壹桥苗业 002447
1782,中原内配 002448
1783,国星光电 002449
1784,康得新 002450
1785,摩恩电气 002451
1786,长高集团 002452
1787,天马精化 002453
1788,松芝股份 002454
1789,百川股份 002455
1790,欧菲光 002456
1791,青龙管业 002457
1792,益生股份 002458
1793,天业通联 002459
1794,赣锋锂业 002460
1795,珠江啤酒 002461
1796,嘉事堂 002462
1797,沪电股份 002463
1798,金利科技 002464
1799,海格通信 002465
1800,天齐锂业 002466
1801,二六三 002467
1802,艾迪西 002468
1803,三维工程 002469
1804,金正大 002470
1805,中超电缆 002471
1806,双环传动 002472
1807,圣莱达 002473
1808,榕基软件 002474
1809,立讯精密 002475
1810,宝莫股份 002476
1811,雏鹰农牧 002477
1812,常宝股份 002478
1813,富春环保 002479
1814,新筑股份 002480
1815,双塔食品 002481
1816,广田股份 002482
1817,润邦股份 002483
1818,江海股份 002484
1819,希努尔 002485
1820,嘉麟杰 002486
1821,大金重工 002487
1822,金固股份 002488
1823,浙江永强 002489
1824,山东墨龙 002490
1825,通鼎光电 002491
1826,恒基达鑫 002492
1827,荣盛石化 002493
1828,华斯股份 002494
1829,佳隆股份 002495
1830,辉丰股份 002496
1831,雅化集团 002497
1832,汉缆股份 002498
1833,科林环保 002499
1834,山西证券 002500
1835,利源铝业 002501
1836,骅威股份 002502
1837,搜于特 002503
1838,东光微电 002504
1839,大康牧业 002505
1840,超日太阳 002506
1841,涪陵榨菜 002507
1842,老板电器 002508
1843,天广消防 002509
1844,天汽模 002510
1845,中顺洁柔 002511
1846,达华智能 002512
1847,蓝丰生化 002513
1848,宝馨科技 002514
1849,金字火腿 002515
1850,江苏旷达 002516
1851,泰亚股份 002517
1852,科士达 002518
1853,银河电子 002519
1854,日发数码 002520
1855,齐峰股份 002521
1856,浙江众成 002522
1857,天桥起重 002523
1858,光正钢构 002524
1859,山东矿机 002526
1860,新时达 002527
1861,英飞拓 002528
1862,海源机械 002529
1863,丰东股份 002530
1864,天顺风能 002531
1865,新界泵业 002532
1866,金杯电工 002533
1867,杭锅股份 002534
1868,林州重机 002535
1869,西泵股份 002536
1870,海立美达 002537
1871,司尔特 002538
1872,新都化工 002539
1873,亚太科技 002540
1874,鸿路钢构 002541
1875,中化岩土 002542
1876,万和电气 002543
1877,杰赛科技 002544
1878,东方铁塔 002545
1879,新联电子 002546
1880,春兴精工 002547
1881,金新农 002548
1882,凯美特气 002549
1883,千红制药 002550
1884,尚荣医疗 002551
1885,宝鼎重工 002552
1886,南方轴承 002553
1887,惠博普 002554
1888,顺荣股份 002555
1889,辉隆股份 002556
1890,洽洽食品 002557
1891,世纪游轮 002558
1892,亚威股份 002559
1893,通达股份 002560
1894,徐家汇 002561
1895,上海绿新 002565
1896,益盛药业 002566
1897,特锐德 300001
1898,神州泰岳 300002
1899,乐普医疗 300003
1900,南风股份 300004
1901,探路者 300005
1902,莱美药业 300006
1903,汉威电子 300007
1904,上海佳豪 300008
1905,安科生物 300009
1906,立思辰 300010
1907,鼎汉技术 300011
1908,华测检测 300012
1909,新宁物流 300013
1910,亿纬锂能 300014
1911,爱尔眼科 300015
1912,北陆药业 300016
1913,网宿科技 300017
1914,中元华电 300018
1915,硅宝科技 300019
1916,银江股份 300020
1917,大禹节水 300021
1918,吉峰农机 300022
1919,宝德股份 300023
1920,机器人 300024
1921,华星创业 300025
1922,红日药业 300026
1923,华谊兄弟 300027
1924,金亚科技 300028
1925,天龙光电 300029
1926,阳普医疗 300030
1927,宝通带业 300031
1928,金龙机电 300032
1929,同花顺 300033
1930,钢研高纳 300034
1931,中科电气 300035
1932,超图软件 300036
1933,新宙邦 300037
1934,梅泰诺 300038
1935,上海凯宝 300039
1936,九洲电气 300040
1937,回天胶业 300041
1938,朗科科技 300042
1939,星辉车模 300043
1940,赛为智能 300044
1941,华力创通 300045
1942,台基股份 300046
1943,天源迪科 300047
1944,合康变频 300048
1945,福瑞股份 300049
1946,世纪鼎利 300050
1947,三五互联 300051
1948,中青宝 300052
1949,欧比特 300053
1950,鼎龙股份 300054
1951,万邦达 300055
1952,三维丝 300056
1953,万顺股份 300057
1954,蓝色光标 300058
1955,东方财富 300059
1956,康耐特 300061
1957,中能电气 300062
1958,天龙集团 300063
1959,豫金刚石 300064
1960,海兰信 300065
1961,三川股份 300066
1962,安诺其 300067
1963,南都电源 300068
1964,金利华电 300069
1965,碧水源 300070
1966,华谊嘉信 300071
1967,三聚环保 300072
1968,当升科技 300073
1969,华平股份 300074
1970,数字政通 300075
1971,宁波GQY 300076
1972,国民技术 300077
1973,中瑞思创 300078
1974,数码视讯 300079
1975,新大新材 300080
1976,恒信移动 300081
1977,奥克股份 300082
1978,劲胜股份 300083
1979,海默科技 300084
1980,银之杰 300085
1981,康芝药业 300086
1982,荃银高科 300087
1983,长信科技 300088
1984,长城集团 300089
1985,盛运股份 300090
1986,金通灵 300091
1987,科新机电 300092
1988,金刚玻璃 300093
1989,国联水产 300094
1990,华伍股份 300095
1991,易联众 300096
1992,智云股份 300097
1993,高新兴 300098
1994,尤洛卡 300099
1995,双林股份 300100
1996,国腾电子 300101
1997,乾照光电 300102
1998,达刚路机 300103
1999,乐视网 300104
2000,龙源技术 300105
2001,西部牧业 300106
2002,建新股份 300107
2003,双龙股份 300108
2004,新开源 300109
2005,华仁药业 300110
2006,向日葵 300111
2007,万讯自控 300112
2008,顺网科技 300113
2009,中航电测 300114
2010,长盈精密 300115
2011,坚瑞消防 300116
2012,嘉寓股份 300117
2013,东方日升 300118
2014,瑞普生物 300119
2015,经纬电材 300120
2016,阳谷华泰 300121
2017,智飞生物 300122
2018,太阳鸟 300123
2019,汇川技术 300124
2020,易世达 300125
2021,锐奇股份 300126
2022,银河磁体 300127
2023,锦富新材 300128
2024,泰胜风能 300129
2025,新国都 300130
2026,英唐智控 300131
2027,青松股份 300132
2028,华策影视 300133
2029,大富科技 300134
2030,宝利沥青 300135
2031,信维通信 300136
2032,先河环保 300137
2033,晨光生物 300138
2034,福星晓程 300139
2035,启源装备 300140
2036,和顺电气 300141
2037,沃森生物 300142
2038,星河生物 300143
2039,宋城股份 300144
2040,南方泵业 300145
2041,汤臣倍健 300146
2042,香雪制药 300147
2043,天舟文化 300148
2044,量子高科 300149
2045,世纪瑞尔 300150
2046,昌红科技 300151
2047,燃控科技 300152
2048,科泰电源 300153
2049,瑞凌股份 300154
2050,安居宝 300155
2051,天立环保 300156
2052,恒泰艾普 300157
2053,振东制药 300158
2054,新研股份 300159
2055,秀强股份 300160
2056,华中数控 300161
2057,雷曼光电 300162
2058,先锋新材 300163
2059,通源石油 300164
2060,天瑞仪器 300165
2061,东方国信 300166
2062,迪威视讯 300167
2063,万达信息 300168
2064,天晟新材 300169
2065,汉得信息 300170
2066,东富龙 300171
2067,中电环保 300172
2068,松德股份 300173
2069,元力股份 300174
2070,朗源股份 300175
2071,鸿特精密 300176
2072,中海达 300177
2073,腾邦国际 300178
2074,四方达 300179
2075,华峰超纤 300180
2076,佐力药业 300181
2077,捷成股份 300182
2078,东软载波 300183
2079,力源信息 300184
2080,通裕重工 300185
2081,大华农 300186
2082,永清环保 300187
2083,基金金泰 500001
2084,基金泰和 500002
2085,基金安信 500003
2086,基金汉盛 500005
2087,基金裕阳 500006
2088,基金兴华 500008
2089,基金安顺 500009
2090,基金金鑫 500011
2091,基金汉兴 500015
2092,基金兴和 500018
2093,基金通乾 500038
2094,基金科瑞 500056
2095,基金银丰 500058
2096,治理ETF 510010
2097,治理申赎 510011
2098,申赎资金 510012
2099,超大ETF 510020
2100,超大申赎 510021
2101,申赎资金 510022
2102,价值ETF 510030
2103,价值申赎 510031
2104,申赎资金 510032
2105,50ETF 510050
2106,50申  赎 510051
2107,申赎资金 510052
2108,央企ETF 510060
2109,央企申赎 510061
2110,申赎资金 510062
2111,民企ETF 510070
2112,民企申赎 510071
2113,申赎资金 510072
2114,责任ETF 510090
2115,责任申赎 510091
2116,申赎资金 510092
2117,周期ETF 510110
2118,周期申赎 510111
2119,申赎资金 510112
2120,中盘ETF 510130
2121,中盘申赎 510131
2122,申赎资金 510132
2123,消费ETF 510150
2124,消费申赎 510151
2125,申赎资金 510152
2126,小康ETF 510160
2127,小康申赎 510161
2128,申赎资金 510162
2129,商品ETF 510170
2130,商品申赎 510171
2131,申赎资金 510172
2132,180ETF 510180
2133,180申 赎 510181
2134,申赎资金 510182
2135,龙头ETF 510190
2136,龙头申赎 510191
2137,申赎资金 510192
2138,红利ETF 510880
2139,红利申赎 510881
2140,申赎资金 510882
2141,银华优选 519001
2142,海富收益 519003
2143,海富股票 519005
2144,海富回报 519007
2145,添富优势 519008
2146,海富精选 519011
2147,海富优势 519013
2148,海富贰号 519015
2149,大成成长 519017
2150,添富均衡 519018
2151,大成景阳 519019
2152,金鼎价值 519021
2153,海富债券 519023
2154,海富领先 519025
2155,海富小盘 519026
2156,海富周期 519027
2157,华夏稳增 519028
2158,华夏稳增 519029
2159,海富稳固 519030
2160,富国天博 519035
2161,长盛同德 519039
2162,添富蓝筹 519066
2163,添富焦点 519068
2164,添富价值 519069
2165,添富增收 519078
2166,新华分红 519087
2167,新华成长 519089
2168,新华钻石 519093
2169,新华行业 519095
2170,新华市值 519097
2171,长盛100 519100
2172,浦银价值 519110
2173,浦银收益 519111
2174,浦银生活 519113
2175,浦银红利 519115
2176,浦银300 519116
2177,万家 180 519180
2178,万家和谐 519181
2179,万家引擎 519183
2180,万家精选 519185
2181,万家稳增 519186
2182,大成300A 519300
2183,万家货币 519508
2184,浦银货A 519509
2185,添富货币 519518
2186,友邦增利 519519
2187,银河银信 519666
2188,银河成长 519668
2189,银河行业 519670
2190,300价值 519671
2191,银河蓝筹 519672
2192,银河创新 519674
2193,交银增利 519680
2194,交银精选 519688
2195,交银稳健 519690
2196,交银成长 519692
2197,交银先锋 519698
2198,交银主题 519700
2199,交银趋势 519702
2200,长信量化 519983
2201,CX中短债 519985
2202,长信恒利 519987
2203,长信利丰 519989
2204,长信双利 519991
2205,长信增利 519993
2206,长信金利 519995
2207,长信银利 519997
2208,浦银货A 521509
2209,银华YXZT 522001
2210,海富SYZT 522003
2211,海富GPZT 522005
2212,海富QHZT 522007
2213,添富YSZT 522008
2214,海富JXZT 522011
2215,海富YSZT 522013
2216,海富EHZT 522015
2217,大成CZZT 522017
2218,添富JHZT 522018
2219,大成JYZT 522019
2220,金鼎JZZT 522021
2221,海富ZQZT 522023
2222,海富LXZT 522025
2223,海富XPZT 522026
2224,海富SZZT 522027
2225,华夏WZZT 522028
2226,华夏WZZT 522029
2227,海富WGZT 522030
2228,富国TBZT 522035
2229,长盛TDZT 522039
2230,添富LCZT 522066
2231,添富JDZT 522068
2232,添富JZZT 522069
2233,添富ZSZT 522078
2234,新华FHZT 522087
2235,新华CZZT 522089
2236,新华ZSZT 522093
2237,新华HYZT 522095
2238,新华SZZT 522097
2239,长盛YBZT 522100
2240,浦银JZZT 522110
2241,浦银SYZT 522111
2242,浦银SHZT 522113
2243,浦银HLZT 522115
2244,浦银30ZT 522116
2245,万家18ZT 522180
2246,万家HXZT 522181
2247,万家YQZT 522183
2248,万家JXZT 522185
2249,万家WZZT 522186
2250,大成ZSZT 522300
2251,万家HBZT 522508
2252,添富HBZT 522518
2253,友邦ZLZT 522519
2254,银河YXZT 522666
2255,银河CZZT 522668
2256,银河HYZT 522670
2257,300JZZT 522671
2258,银河LCZT 522672
2259,银河CXZT 522674
2260,交银ZLZT 522680
2261,交银JXZT 522688
2262,交银WJZT 522690
2263,交银CZZT 522692
2264,交银XFZT 522698
2265,交银ZTZT 522700
2266,交银QSZT 522702
2267,长信LHZT 522983
2268,CXZDZZT 522985
2269,长信HLZT 522987
2270,长信LFZT 522989
2271,长信SLZT 522991
2272,长信ZLZT 522993
2273,长信JLZT 522995
2274,长信YLZT 522997
2275,银华YXFH 523001
2276,海富SYFH 523003
2277,海富GPFH 523005
2278,海富QHFH 523007
2279,添富YSFH 523008
2280,海富JXFH 523011
2281,海富YSFH 523013
2282,海富EHFH 523015
2283,大成CZFH 523017
2284,添富JHFH 523018
2285,大成JYFH 523019
2286,金鼎JZFH 523021
2287,海富ZQFH 523023
2288,海富LXFH 523025
2289,海富XPFH 523026
2290,海富SZFH 523027
2291,华夏WZFH 523028
2292,华夏WZFH 523029
2293,海富WGFH 523030
2294,富国TBFH 523035
2295,长盛TDFH 523039
2296,添富LCFH 523066
2297,添富JDFH 523068
2298,添富JZFH 523069
2299,添富ZSFH 523078
2300,新华FHFH 523087
2301,新华CZFH 523089
2302,新华ZSFH 523093
2303,新华HYFH 523095
2304,新华SZFH 523097
2305,长盛YBFH 523100
2306,浦银JZFH 523110
2307,浦银SYFH 523111
2308,浦银SHFH 523113
2309,浦银HLFH 523115
2310,浦银30FH 523116
2311,万家18FH 523180
2312,万家HXFH 523181
2313,万家YQFH 523183
2314,万家JXFH 523185
2315,万家WZFH 523186
2316,大成ZSFH 523300
2317,友邦ZLFH 523519
2318,银河YXFH 523666
2319,银河CZFH 523668
2320,银河HYFH 523670
2321,300JZFH 523671
2322,银河LCFH 523672
2323,银河CXFH 523674
2324,交银ZLFH 523680
2325,交银JXFH 523688
2326,交银WJFH 523690
2327,交银CZFH 523692
2328,交银XFFH 523698
2329,交银ZTFH 523700
2330,交银QSFH 523702
2331,长信LHFH 523983
2332,CXZDZFH 523985
2333,长信HLFH 523987
2334,长信LFFH 523989
2335,长信SLFH 523991
2336,长信ZLFH 523993
2337,长信JLFH 523995
2338,长信YLFH 523997
2339,长虹CWB1 580027
2340,ES110818 582027
2341,瑞福进取 150001
2342,大成优选 150002
2343,建信优势 150003
2344,同庆A 150006
2345,同庆B 150007
2346,瑞和小康 150008
2347,瑞和远见 150009
2348,国泰优先 150010
2349,国泰进取 150011
2350,双禧A 150012
2351,双禧B 150013
2352,合润A 150016
2353,合润B 150017
2354,银华稳进 150018
2355,银华锐进 150019
2356,汇利A 150020
2357,汇利B 150021
2358,申万收益 150022
2359,申万进取 150023
2360,景丰A 150025
2361,景丰B 150026
2362,添利B 150027
2363,深100ETF 159901
2364,中 小 板 159902
2365,深成ETF 159903
2366,深红利 159905
2367,深成长 159906
2368,深100净 159A01
2369,中 小 板 159A02
2370,深成净 159A03
2371,深红利 159A05
2372,深成长 159A06
2373,南方积配 160105
2374,南方高增 160106
2375,南方500 160119
2376,国泰小盘 160211
2377,国泰价值 160215
2378,华夏蓝筹 160311
2379,华夏行业 160314
2380,博时主题 160505
2381,鹏华价值 160607
2382,鹏华动力 160610
2383,鹏华治理 160611
2384,鹏华创新 160613
2385,鹏华300 160615
2386,鹏华500 160616
2387,鹏华丰润 160617
2388,嘉实 300 160706
2389,嘉实50 160716
2390,恒生H股 160717
2391,嘉实多利 160718
2392,长盛同智 160805
2393,长盛300 160807
2394,大成创新 160910
2395,富国天惠 161005
2396,富国天丰 161010
2397,易基岁丰 161115
2398,国投新兴 161210
2399,国投金融 161211
2400,国投消费 161213
2401,双债A 161216
2402,融通巨潮 161607
2403,融通领先 161610
2404,招商成长 161706
