"","x"
"1072","华智控股 000607"
"1073","阳光股份 000608"
"1074","绵世股份 000609"
"1075","西安旅游 000610"
"1076","时代科技 000611"
"1077","焦作万方 000612"
"1078","ST东海Ａ 000613"
"1079","湖北金环 000615"
"1080","亿城股份 000616"
"1081","石油济柴 000617"
"1082","海螺型材 000619"
"1083","吉林敖东 000623"
"1084","长安汽车 000625"
"1085","如意集团 000626"
"1086","天茂集团 000627"
"1087","高新发展 000628"
"1088","*ST钒钛 000629"
"1089","铜陵有色 000630"
"1090","顺发恒业 000631"
"1091","三木集团 000632"
"1092","ST合金 000633"
"1093","英 力 特 000635"
"1094","风华高科 000636"
"1095","茂化实华 000637"
"1096","万方地产 000638"
"1097","西王食品 000639"
"1098","仁和药业 000650"
"1099","格力电器 000651"
"1100","泰达股份 000652"
"1101","金岭矿业 000655"
"1102","ST 东 源 000656"
"1103","珠海中富 000659"
"1104","长春高新 000661"
"1105","索 芙 特 000662"
"1106","永安林业 000663"
"1107","武汉塑料 000665"
"1108","经纬纺机 000666"
"1109","名流置业 000667"
"1110","荣丰控股 000668"
"1111","领先科技 000669"
"1112","阳 光 城 000671"
"1113","*ST大水 000673"
"1114","*ST思达 000676"
"1115","山东海龙 000677"
"1116","襄阳轴承 000678"
"1117","大连友谊 000679"
"1118","山推股份 000680"
"1119","东方电子 000682"
"1120","远兴能源 000683"
"1121","中山公用 000685"
"1122","东北证券 000686"
"1123","保定天鹅 000687"
"1124","宝新能源 000690"
"1125","*ST亚太 000691"
"1126","惠天热电 000692"
"1127","滨海能源 000695"
"1128","*ST 偏转 000697"
"1129","沈阳化工 000698"
"1130","模塑科技 000700"
"1131","厦门信达 000701"
"1132","正虹科技 000702"
"1133","*ST光华 000703"
"1134","浙江震元 000705"
"1135","双环科技 000707"
"1136","大冶特钢 000708"
"1137","河北钢铁 000709"
"1138","天兴仪表 000710"
"1139","天伦置业 000711"
"1140","锦龙股份 000712"
"1141","丰乐种业 000713"
"1142","中兴商业 000715"
"1143","*ST南方 000716"
"1144","韶钢松山 000717"
"1145","苏宁环球 000718"
"1146","ST能山 000720"
"1147","西安饮食 000721"
"1148","美锦能源 000723"
"1149","京东方Ａ 000725"
"1150","鲁  泰Ａ 000726"
"1151","华东科技 000727"
"1152","国元证券 000728"
"1153","燕京啤酒 000729"
"1154","四川美丰 000731"
"1155","ST三农 000732"
"1156","振华科技 000733"
"1157","罗 牛 山 000735"
"1158","ST 重 实 000736"
"1159","南风化工 000737"
"1160","中航动控 000738"
"1161","普洛股份 000739"
"1162","长城信息 000748"
"1163","SST集琦 000750"
"1164","锌业股份 000751"
"1165","西藏发展 000752"
"1166","漳州发展 000753"
"1167","山西三维 000755"
"1168","新华制药 000756"
"1169","中色股份 000758"
"1170","武汉中百 000759"
"1171","*ST博盈 000760"
"1172","本钢板材 000761"
"1173","西藏矿业 000762"
"1174","通化金马 000766"
"1175","漳泽电力 000767"
"1176","西飞国际 000768"
"1177","广发证券 000776"
"1178","中核科技 000777"
"1179","新兴铸管 000778"
"1180","三毛派神 000779"
"1181","平庄能源 000780"
"1182","美达股份 000782"
"1183","长江证券 000783"
"1184","武汉中商 000785"
"1185","北新建材 000786"
"1186","西南合成 000788"
"1187","江西水泥 000789"
"1188","华神集团 000790"
"1189","西北化工 000791"
"1190","盐湖钾肥 000792"
"1191","华闻传媒 000793"
"1192","太原刚玉 000795"
"1193","易食股份 000796"
"1194","中国武夷 000797"
"1195","中水渔业 000798"
"1196","酒 鬼 酒 000799"
"1197","一汽轿车 000800"
"1198","四川九洲 000801"
"1199","北京旅游 000802"
"1200","金宇车城 000803"
"1201","银河科技 000806"
"1202","云铝股份 000807"
"1203","中汇医药 000809"
"1204","华润锦华 000810"
"1205","烟台冰轮 000811"
"1206","陕西金叶 000812"
"1207","天山纺织 000813"
"1208","美利纸业 000815"
"1209","江淮动力 000816"
"1210","*ST化工 000818"
"1211","岳阳兴长 000819"
"1212","*ST金城 000820"
"1213","京山轻机 000821"
"1214","山东海化 000822"
"1215","超声电子 000823"
"1216","太钢不锈 000825"
"1217","桑德环境 000826"
"1218","东莞控股 000828"
"1219","天音控股 000829"
"1220","鲁西化工 000830"
"1221","*ST关铝 000831"
"1222","贵糖股份 000833"
"1223","四川圣达 000835"
"1224","鑫茂科技 000836"
"1225","秦川发展 000837"
"1226","国兴地产 000838"
"1227","中信国安 000839"
"1228","承德露露 000848"
"1229","华茂股份 000850"
"1230","高鸿股份 000851"
"1231","江钻股份 000852"
"1232","ST唐陶 000856"
"1233","五 粮 液 000858"
"1234","国风塑业 000859"
"1235","顺鑫农业 000860"
"1236","海印股份 000861"
"1237","银星能源 000862"
"1238","安凯客车 000868"
"1239","张  裕Ａ 000869"
"1240","吉电股份 000875"
"1241","新 希 望 000876"
"1242","天山股份 000877"
"1243","云南铜业 000878"
"1244","潍柴重机 000880"
"1245","大连国际 000881"
"1246","华联股份 000882"
"1247","湖北能源 000883"
"1248","同力水泥 000885"
"1249","海南高速 000886"
"1250","中鼎股份 000887"
"1251","峨眉山Ａ 000888"
"1252","渤海物流 000889"
"1253","法 尔 胜 000890"
"1254","*ST星美 000892"
"1255","东凌粮油 000893"
"1256","双汇发展 000895"
"1257","津滨发展 000897"
"1258","鞍钢股份 000898"
"1259","赣能股份 000899"
"1260","现代投资 000900"
"1261","航天科技 000901"
"1262","*ST中服 000902"
"1263","云内动力 000903"
"1264","厦门港务 000905"
"1265","南方建材 000906"
"1266","*ST天一 000908"
"1267","数源科技 000909"
"1268","大亚科技 000910"
"1269","南宁糖业 000911"
"1270","泸 天 化 000912"
"1271","钱江摩托 000913"
"1272","山大华特 000915"
"1273","华北高速 000916"
"1274","电广传媒 000917"
"1275","嘉凯城 000918"
"1276","金陵药业 000919"
"1277","南方汇通 000920"
"1278","ST 科 龙 000921"
"1279","*ST阿继 000922"
"1280","河北宣工 000923"
"1281","众合机电 000925"
"1282","福星股份 000926"
"1283","一汽夏利 000927"
"1284","中钢吉炭 000928"
"1285","兰州黄河 000929"
"1286","丰原生化 000930"
"1287","中 关 村 000931"
"1288","华菱钢铁 000932"
"1289","神火股份 000933"
"1290","四川双马 000935"
"1291","华 西 村 000936"
"1292","冀中能源 000937"
"1293","紫光股份 000938"
"1294","凯迪电力 000939"
"1295","南天信息 000948"
"1296","新乡化纤 000949"
"1297","建峰化工 000950"
"1298","中国重汽 000951"
"1299","广济药业 000952"
"1300","*ST河化 000953"
"1301","ST欣龙 000955"
"1302","中通客车 000957"
"1303","*ST东热 000958"
"1304","首钢股份 000959"
"1305","锡业股份 000960"
"1306","中南建设 000961"
"1307","东方钽业 000962"
"1308","华东医药 000963"
"1309","天保基建 000965"
"1310","长源电力 000966"
"1311","上风高科 000967"
"1312","煤 气 化 000968"
"1313","安泰科技 000969"
"1314","中科三环 000970"
"1315","ST迈亚 000971"
"1316","新 中 基 000972"
"1317","佛塑股份 000973"
"1318","科 学 城 000975"
"1319","*ST春晖 000976"
"1320","浪潮信息 000977"
"1321","桂林旅游 000978"
"1322","中弘地产 000979"
"1323","金马股份 000980"
"1324","中银绒业 000982"
"1325","西山煤电 000983"
"1326","大庆华科 000985"
"1327","广州友谊 000987"
"1328","华工科技 000988"
"1329","九 芝 堂 000989"
"1330","诚志股份 000990"
"1331","闽东电力 000993"
"1332","ST皇台 000995"
"1333","中国中期 000996"
"1334","新 大 陆 000997"
"1335","隆平高科 000998"
"1336","华润三九 000999"
"1337","宗申动力 001696"
"1338","*ST豫能 001896"
"1339","新 和 成 002001"
"1340","ST琼花 002002"
"1341","伟星股份 002003"
"1342","华邦制药 002004"
"1343","德豪润达 002005"
"1344","精功科技 002006"
"1345","华兰生物 002007"
"1346","大族激光 002008"
"1347","天奇股份 002009"
"1348","传化股份 002010"
"1349","盾安环境 002011"
"1350","凯恩股份 002012"
"1351","中航精机 002013"
"1352","永新股份 002014"
"1353","霞客环保 002015"
"1354","世荣兆业 002016"
"1355","东信和平 002017"
"1356","华星化工 002018"
"1357","鑫富药业 002019"
"1358","京新药业 002020"
"1359","中捷股份 002021"
"1360","科华生物 002022"
"1361","海特高新 002023"
"1362","苏宁电器 002024"
"1363","航天电器 002025"
"1364","山东威达 002026"
"1365","七喜控股 002027"
"1366","思源电气 002028"
"1367","七 匹 狼 002029"
"1368","达安基因 002030"
"1369","巨轮股份 002031"
"1370","苏 泊 尔 002032"
"1371","丽江旅游 002033"
"1372","美 欣 达 002034"
"1373","华帝股份 002035"
"1374","宜科科技 002036"
"1375","久联发展 002037"
"1376","双鹭药业 002038"
"1377","黔源电力 002039"
"1378","南 京 港 002040"
"1379","登海种业 002041"
"1380","华孚色纺 002042"
"1381","兔 宝 宝 002043"
"1382","江苏三友 002044"
"1383","广州国光 002045"
"1384","轴研科技 002046"
"1385","成霖股份 002047"
"1386","宁波华翔 002048"
"1387","晶源电子 002049"
"1388","三花股份 002050"
"1389","中工国际 002051"
"1390","同洲电子 002052"
"1391","云南盐化 002053"
"1392","德美化工 002054"
"1393","得润电子 002055"
"1394","横店东磁 002056"
"1395","中钢天源 002057"
"1396","威 尔 泰 002058"
"1397","云南旅游 002059"
"1398","粤 水 电 002060"
"1399","江山化工 002061"
"1400","宏润建设 002062"
"1401","远光软件 002063"
"1402","华峰氨纶 002064"
"1403","东华软件 002065"
"1404","瑞泰科技 002066"
"1405","景兴纸业 002067"
"1406","黑猫股份 002068"
"1407","獐 子 岛 002069"
"1408","众和股份 002070"
"1409","江苏宏宝 002071"
"1410","*ST德棉 002072"
"1411","软控股份 002073"
"1412","东源电器 002074"
"1413","雪 莱 特 002076"
"1414","大港股份 002077"
"1415","太阳纸业 002078"
"1416","苏州固锝 002079"
"1417","中材科技 002080"
"1418","金 螳 螂 002081"
"1419","栋梁新材 002082"
"1420","孚日股份 002083"
"1421","海鸥卫浴 002084"
"1422","万丰奥威 002085"
"1423","东方海洋 002086"
"1424","新野纺织 002087"
"1425","鲁阳股份 002088"
"1426","新 海 宜 002089"
"1427","金智科技 002090"
"1428","江苏国泰 002091"
"1429","中泰化学 002092"
"1430","国脉科技 002093"
"1431","青岛金王 002094"
"1432","生 意 宝 002095"
"1433","南岭民爆 002096"
"1434","山河智能 002097"
"1435","浔兴股份 002098"
"1436","海翔药业 002099"
"1437","天康生物 002100"
"1438","广东鸿图 002101"
"1439","冠福家用 002102"
"1440","广博股份 002103"
"1441","恒宝股份 002104"
"1442","信隆实业 002105"
"1443","莱宝高科 002106"
"1444","沃华医药 002107"
"1445","沧州明珠 002108"
"1446","兴化股份 002109"
"1447","三钢闽光 002110"
"1448","威海广泰 002111"
"1449","三变科技 002112"
"1450","ST天润 002113"
"1451","罗平锌电 002114"
"1452","三维通信 002115"
"1453","中国海诚 002116"
"1454","东港股份 002117"
"1455","紫鑫药业 002118"
"1456","康强电子 002119"
"1457","新海股份 002120"
"1458","科陆电子 002121"
"1459","天马股份 002122"
"1460","荣信股份 002123"
"1461","天邦股份 002124"
"1462","湘潭电化 002125"
"1463","银轮股份 002126"
"1464","新民科技 002127"
"1465","露天煤业 002128"
"1466","中环股份 002129"
"1467","沃尔核材 002130"
"1468","利欧股份 002131"
"1469","恒星科技 002132"
"1470","广宇集团 002133"
"1471","天津普林 002134"
"1472","东南网架 002135"
"1473","安 纳 达 002136"
"1474","实 益 达 002137"
"1475","顺络电子 002138"
"1476","拓邦股份 002139"
"1477","东华科技 002140"
"1478","蓉胜超微 002141"
"1479","宁波银行 002142"
"1480","高金食品 002143"
"1481","宏达高科 002144"
"1482","*ST钛白 002145"
"1483","荣盛发展 002146"
"1484","方圆支承 002147"
"1485","北纬通信 002148"
"1486","西部材料 002149"
"1487","江苏通润 002150"
"1488","北斗星通 002151"
"1489","广电运通 002152"
"1490","石基信息 002153"
"1491","报 喜 鸟 002154"
"1492","辰州矿业 002155"
"1493","通富微电 002156"
"1494","正邦科技 002157"
"1495","汉钟精机 002158"
"1496","三特索道 002159"
"1497","常铝股份 002160"
"1498","远 望 谷 002161"
"1499","斯 米 克 002162"
"1500","中航三鑫 002163"
"1501","东力传动 002164"
"1502","红 宝 丽 002165"
"1503","莱茵生物 002166"
"1504","东方锆业 002167"
"1505","深圳惠程 002168"
"1506","智光电气 002169"
"1507","芭田股份 002170"
"1508","精诚铜业 002171"
"1509","澳洋科技 002172"
"1510","山 下 湖 002173"
"1511","梅 花 伞 002174"
"1512","广陆数测 002175"
"1513","江特电机 002176"
"1514","御银股份 002177"
"1515","延华智能 002178"
"1516","中航光电 002179"
"1517","万 力 达 002180"
"1518","粤 传 媒 002181"
"1519","云海金属 002182"
"1520","怡 亚 通 002183"
"1521","海得控制 002184"
"1522","华天科技 002185"
"1523","全 聚 德 002186"
"1524","广百股份 002187"
"1525","新 嘉 联 002188"
"1526","利达光电 002189"
"1527","成飞集成 002190"
"1528","劲嘉股份 002191"
"1529","路翔股份 002192"
"1530","山东如意 002193"
"1531","武汉凡谷 002194"
"1532","海隆软件 002195"
"1533","方正电机 002196"
"1534","证通电子 002197"
"1535","嘉应制药 002198"
"1536","东晶电子 002199"
"1537","绿 大 地 002200"
"1538","九鼎新材 002201"
"1539","金风科技 002202"
"1540","海亮股份 002203"
"1541","华锐铸钢 002204"
"1542","国统股份 002205"
"1543","海 利 得 002206"
"1544","准油股份 002207"
"1545","合肥城建 002208"
"1546","达 意 隆 002209"
"1547","飞马国际 002210"
"1548","宏达新材 002211"
"1549","南洋股份 002212"
"1550","特 尔 佳 002213"
"1551","大立科技 002214"
"1552","诺 普 信 002215"
"1553","三全食品 002216"
"1554","联合化工 002217"
"1555","拓日新能 002218"
"1556","独 一 味 002219"
"1557","天宝股份 002220"
"1558","东华能源 002221"
"1559","福晶科技 002222"
"1560","鱼跃医疗 002223"
"1561","三 力 士 002224"
"1562","濮耐股份 002225"
"1563","江南化工 002226"
"1564","奥 特 迅 002227"
"1565","合兴包装 002228"
"1566","鸿博股份 002229"
"1567","科大讯飞 002230"
"1568","奥维通信 002231"
"1569","启明信息 002232"
"1570","塔牌集团 002233"
"1571","民和股份 002234"
"1572","安妮股份 002235"
"1573","大华股份 002236"
"1574","恒邦股份 002237"
"1575","天威视讯 002238"
"1576","金 飞 达 002239"
"1577","威华股份 002240"
"1578","歌尔声学 002241"
"1579","九阳股份 002242"
"1580","通产丽星 002243"
"1581","滨江集团 002244"
"1582","澳洋顺昌 002245"
"1583","北化股份 002246"
"1584","帝龙新材 002247"
"1585","华东数控 002248"
"1586","大洋电机 002249"
"1587","联化科技 002250"
"1588","步 步 高 002251"
"1589","上海莱士 002252"
"1590","川大智胜 002253"
"1591","烟台氨纶 002254"
"1592","海陆重工 002255"
"1593","彩虹精化 002256"
"1594","利尔化学 002258"
"1595","升达林业 002259"
"1596","伊 立 浦 002260"
"1597","拓维信息 002261"
"1598","恩华药业 002262"
"1599","大 东 南 002263"
"1600","新 华 都 002264"
"1601","西仪股份 002265"
"1602","浙富股份 002266"
"1603","陕天然气 002267"
"1604","卫 士 通 002268"
"1605","美邦服饰 002269"
"1606","法因数控 002270"
"1607","东方雨虹 002271"
"1608","川润股份 002272"
"1609","水晶光电 002273"
"1610","华昌化工 002274"
"1611","桂林三金 002275"
"1612","万马电缆 002276"
"1613","友阿股份 002277"
"1614","神开股份 002278"
"1615","久其软件 002279"
"1616","新世纪 002280"
"1617","光迅科技 002281"
"1618","博深工具 002282"
"1619","天润曲轴 002283"
"1620","亚太股份 002284"
"1621","世联地产 002285"
"1622","保龄宝 002286"
"1623","奇正藏药 002287"
"1624","超华科技 002288"
"1625","宇顺电子 002289"
"1626","禾盛新材 002290"
"1627","星期六 002291"
"1628","奥飞动漫 002292"
"1629","罗莱家纺 002293"
"1630","信立泰 002294"
"1631","精艺股份 002295"
"1632","辉煌科技 002296"
"1633","博云新材 002297"
"1634","鑫龙电器 002298"
"1635","圣农发展 002299"
"1636","太阳电缆 002300"
"1637","齐心文具 002301"
"1638","西部建设 002302"
"1639","美盈森 002303"
"1640","洋河股份 002304"
"1641","南国置业 002305"
"1642","湘鄂情 002306"
"1643","北新路桥 002307"
"1644","威创股份 002308"
"1645","中利科技 002309"
"1646","东方园林 002310"
"1647","海大集团 002311"
"1648","三泰电子 002312"
"1649","日海通讯 002313"
"1650","雅致股份 002314"
"1651","焦点科技 002315"
"1652","键桥通讯 002316"
"1653","众生药业 002317"
"1654","久立特材 002318"
"1655","乐通股份 002319"
"1656","海峡股份 002320"
"1657","华英农业 002321"
"1658","理工监测 002322"
"1659","中联电气 002323"
"1660","普利特 002324"
"1661","洪涛股份 002325"
"1662","永太科技 002326"
"1663","富安娜 002327"
"1664","新朋股份 002328"
"1665","皇氏乳业 002329"
"1666","得利斯 002330"
"1667","皖通科技 002331"
"1668","仙琚制药 002332"
"1669","罗普斯金 002333"
"1670","英威腾 002334"
"1671","科华恒盛 002335"
"1672","人人乐 002336"
"1673","赛象科技 002337"
"1674","奥普光电 002338"
"1675","积成电子 002339"
"1676","格林美 002340"
"1677","新纶科技 002341"
"1678","巨力索具 002342"
"1679","禾欣股份 002343"
"1680","海宁皮城 002344"
"1681","潮宏基 002345"
"1682","柘中建设 002346"
"1683","泰尔重工 002347"
"1684","高乐股份 002348"
"1685","精华制药 002349"
"1686","北京科锐 002350"
"1687","漫步者 002351"
"1688","鼎泰新材 002352"
"1689","杰瑞股份 002353"
"1690","科冕木业 002354"
"1691","兴民钢圈 002355"
"1692","浩宁达 002356"
"1693","富临运业 002357"
"1694","森源电气 002358"
"1695","齐星铁塔 002359"
"1696","同德化工 002360"
"1697","神剑股份 002361"
"1698","汉王科技 002362"
"1699","隆基机械 002363"
"1700","中恒电气 002364"
"1701","永安药业 002365"
"1702","丹甫股份 002366"
"1703","康力电梯 002367"
"1704","太极股份 002368"
"1705","卓翼科技 002369"
"1706","亚太药业 002370"
"1707","七星电子 002371"
"1708","伟星新材 002372"
"1709","联信永益 002373"
"1710","丽鹏股份 002374"
"1711","亚厦股份 002375"
"1712","新北洋 002376"
"1713","国创高新 002377"
"1714","章源钨业 002378"
"1715","鲁丰股份 002379"
"1716","科远股份 002380"
"1717","双箭股份 002381"
"1718","蓝帆股份 002382"
"1719","合众思壮 002383"
"1720","东山精密 002384"
"1721","大北农 002385"
"1722","天原集团 002386"
"1723","黑牛食品 002387"
"1724","新亚制程 002388"
"1725","南洋科技 002389"
"1726","信邦制药 002390"
"1727","长青股份 002391"
"1728","北京利尔 002392"
"1729","力生制药 002393"
"1730","联发股份 002394"
"1731","双象股份 002395"
"1732","星网锐捷 002396"
"1733","梦洁家纺 002397"
"1734","建研集团 002398"
"1735","海普瑞 002399"
"1736","省广股份 002400"
"1737","交技发展 002401"
"1738","和而泰 002402"
"1739","爱仕达 002403"
"1740","嘉欣丝绸 002404"
"1741","四维图新 002405"
"1742","远东传动 002406"
"1743","多氟多 002407"
"1744","齐翔腾达 002408"
"1745","雅克科技 002409"
"1746","广联达 002410"
"1747","九九久 002411"
"1748","汉森制药 002412"
"1749","常发股份 002413"
"1750","高德红外 002414"
"1751","海康威视 002415"
"1752","爱施德 002416"
"1753","三元达 002417"
"1754","康盛股份 002418"
"1755","天虹商场 002419"
"1756","毅昌股份 002420"
"1757","达实智能 002421"
"1758","科伦药业 002422"
"1759","中原特钢 002423"
"1760","贵州百灵 002424"
"1761","凯撒股份 002425"
"1762","胜利精密 002426"
"1763","尤夫股份 002427"
"1764","云南锗业 002428"
"1765","兆驰股份 002429"
"1766","杭氧股份 002430"
"1767","棕榈园林 002431"
"1768","九安医疗 002432"
"1769","太安堂 002433"
"1770","万里扬 002434"
"1771","长江润发 002435"
"1772","兴森科技 002436"
"1773","誉衡药业 002437"
"1774","江苏神通 002438"
"1775","启明星辰 002439"
"1776","闰土股份 002440"
"1777","众业达 002441"
"1778","龙星化工 002442"
"1779","金洲管道 002443"
"1780","巨星科技 002444"
"1781","中南重工 002445"
"1782","盛路通信 002446"
"1783","壹桥苗业 002447"
"1784","中原内配 002448"
"1785","国星光电 002449"
"1786","康得新 002450"
"1787","摩恩电气 002451"
"1788","长高集团 002452"
"1789","天马精化 002453"
"1790","松芝股份 002454"
"1791","百川股份 002455"
"1792","欧菲光 002456"
"1793","青龙管业 002457"
"1794","益生股份 002458"
"1795","天业通联 002459"
"1796","赣锋锂业 002460"
"1797","珠江啤酒 002461"
"1798","嘉事堂 002462"
"1799","沪电股份 002463"
"1800","金利科技 002464"
"1801","海格通信 002465"
"1802","天齐锂业 002466"
"1803","二六三 002467"
"1804","艾迪西 002468"
"1805","三维工程 002469"
"1806","金正大 002470"
"1807","中超电缆 002471"
"1808","双环传动 002472"
"1809","圣莱达 002473"
"1810","榕基软件 002474"
"1811","立讯精密 002475"
"1812","宝莫股份 002476"
"1813","雏鹰农牧 002477"
"1814","常宝股份 002478"
"1815","富春环保 002479"
"1816","新筑股份 002480"
"1817","双塔食品 002481"
"1818","广田股份 002482"
"1819","润邦股份 002483"
"1820","江海股份 002484"
"1821","希努尔 002485"
"1822","嘉麟杰 002486"
"1823","大金重工 002487"
"1824","金固股份 002488"
"1825","浙江永强 002489"
"1826","山东墨龙 002490"
"1827","通鼎光电 002491"
"1828","恒基达鑫 002492"
"1829","荣盛石化 002493"
"1830","华斯股份 002494"
"1831","佳隆股份 002495"
"1832","辉丰股份 002496"
"1833","雅化集团 002497"
"1834","汉缆股份 002498"
"1835","科林环保 002499"
"1836","山西证券 002500"
"1837","利源铝业 002501"
"1838","骅威股份 002502"
"1839","搜于特 002503"
"1840","东光微电 002504"
"1841","大康牧业 002505"
"1842","超日太阳 002506"
"1843","涪陵榨菜 002507"
"1844","老板电器 002508"
"1845","天广消防 002509"
"1846","天汽模 002510"
"1847","中顺洁柔 002511"
"1848","达华智能 002512"
"1849","蓝丰生化 002513"
"1850","宝馨科技 002514"
"1851","金字火腿 002515"
"1852","江苏旷达 002516"
"1853","泰亚股份 002517"
"1854","科士达 002518"
"1855","银河电子 002519"
"1856","日发数码 002520"
"1857","齐峰股份 002521"
"1858","浙江众成 002522"
"1859","天桥起重 002523"
"1860","光正钢构 002524"
"1861","山东矿机 002526"
"1862","新时达 002527"
"1863","英飞拓 002528"
"1864","海源机械 002529"
"1865","丰东股份 002530"
"1866","天顺风能 002531"
"1867","新界泵业 002532"
"1868","金杯电工 002533"
"1869","杭锅股份 002534"
"1870","林州重机 002535"
"1871","西泵股份 002536"
"1872","海立美达 002537"
"1873","司尔特 002538"
"1874","新都化工 002539"
"1875","亚太科技 002540"
"1876","鸿路钢构 002541"
"1877","中化岩土 002542"
"1878","万和电气 002543"
"1879","杰赛科技 002544"
"1880","东方铁塔 002545"
"1881","新联电子 002546"
"1882","春兴精工 002547"
"1883","金新农 002548"
"1884","凯美特气 002549"
"1885","千红制药 002550"
"1886","尚荣医疗 002551"
"1887","宝鼎重工 002552"
"1888","南方轴承 002553"
"1889","惠博普 002554"
"1890","顺荣股份 002555"
"1891","辉隆股份 002556"
"1892","洽洽食品 002557"
"1893","世纪游轮 002558"
"1894","亚威股份 002559"
"1895","通达股份 002560"
"1896","徐家汇 002561"
"1897","上海绿新 002565"
"1898","益盛药业 002566"
"1899","特锐德 300001"
"1900","神州泰岳 300002"
"1901","乐普医疗 300003"
"1902","南风股份 300004"
"1903","探路者 300005"
"1904","莱美药业 300006"
"1905","汉威电子 300007"
"1906","上海佳豪 300008"
"1907","安科生物 300009"
"1908","立思辰 300010"
"1909","鼎汉技术 300011"
"1910","华测检测 300012"
"1911","新宁物流 300013"
"1912","亿纬锂能 300014"
"1913","爱尔眼科 300015"
"1914","北陆药业 300016"
"1915","网宿科技 300017"
"1916","中元华电 300018"
"1917","硅宝科技 300019"
"1918","银江股份 300020"
"1919","大禹节水 300021"
"1920","吉峰农机 300022"
"1921","宝德股份 300023"
"1922","机器人 300024"
"1923","华星创业 300025"
"1924","红日药业 300026"
"1925","华谊兄弟 300027"
"1926","金亚科技 300028"
"1927","天龙光电 300029"
"1928","阳普医疗 300030"
"1929","宝通带业 300031"
"1930","金龙机电 300032"
"1931","同花顺 300033"
"1932","钢研高纳 300034"
"1933","中科电气 300035"
"1934","超图软件 300036"
"1935","新宙邦 300037"
"1936","梅泰诺 300038"
"1937","上海凯宝 300039"
"1938","九洲电气 300040"
"1939","回天胶业 300041"
"1940","朗科科技 300042"
"1941","星辉车模 300043"
"1942","赛为智能 300044"
"1943","华力创通 300045"
"1944","台基股份 300046"
"1945","天源迪科 300047"
"1946","合康变频 300048"
"1947","福瑞股份 300049"
"1948","世纪鼎利 300050"
"1949","三五互联 300051"
"1950","中青宝 300052"
"1951","欧比特 300053"
"1952","鼎龙股份 300054"
"1953","万邦达 300055"
"1954","三维丝 300056"
"1955","万顺股份 300057"
"1956","蓝色光标 300058"
"1957","东方财富 300059"
"1958","康耐特 300061"
"1959","中能电气 300062"
"1960","天龙集团 300063"
"1961","豫金刚石 300064"
"1962","海兰信 300065"
"1963","三川股份 300066"
"1964","安诺其 300067"
"1965","南都电源 300068"
"1966","金利华电 300069"
"1967","碧水源 300070"
"1968","华谊嘉信 300071"
"1969","三聚环保 300072"
"1970","当升科技 300073"
"1971","华平股份 300074"
"1972","数字政通 300075"
"1973","宁波GQY 300076"
"1974","国民技术 300077"
"1975","中瑞思创 300078"
"1976","数码视讯 300079"
"1977","新大新材 300080"
"1978","恒信移动 300081"
"1979","奥克股份 300082"
"1980","劲胜股份 300083"
"1981","海默科技 300084"
"1982","银之杰 300085"
"1983","康芝药业 300086"
"1984","荃银高科 300087"
"1985","长信科技 300088"
"1986","长城集团 300089"
"1987","盛运股份 300090"
"1988","金通灵 300091"
"1989","科新机电 300092"
"1990","金刚玻璃 300093"
"1991","国联水产 300094"
"1992","华伍股份 300095"
"1993","易联众 300096"
"1994","智云股份 300097"
"1995","高新兴 300098"
"1996","尤洛卡 300099"
"1997","双林股份 300100"
"1998","国腾电子 300101"
"1999","乾照光电 300102"
"2000","达刚路机 300103"
"2001","乐视网 300104"
"2002","龙源技术 300105"
"2003","西部牧业 300106"
"2004","建新股份 300107"
"2005","双龙股份 300108"
"2006","新开源 300109"
"2007","华仁药业 300110"
"2008","向日葵 300111"
"2009","万讯自控 300112"
"2010","顺网科技 300113"
"2011","中航电测 300114"
"2012","长盈精密 300115"
"2013","坚瑞消防 300116"
"2014","嘉寓股份 300117"
"2015","东方日升 300118"
"2016","瑞普生物 300119"
"2017","经纬电材 300120"
"2018","阳谷华泰 300121"
"2019","智飞生物 300122"
"2020","太阳鸟 300123"
"2021","汇川技术 300124"
"2022","易世达 300125"
"2023","锐奇股份 300126"
"2024","银河磁体 300127"
"2025","锦富新材 300128"
"2026","泰胜风能 300129"
"2027","新国都 300130"
"2028","英唐智控 300131"
"2029","青松股份 300132"
"2030","华策影视 300133"
"2031","大富科技 300134"
"2032","宝利沥青 300135"
"2033","信维通信 300136"
"2034","先河环保 300137"
"2035","晨光生物 300138"
"2036","福星晓程 300139"
"2037","启源装备 300140"
"2038","和顺电气 300141"
"2039","沃森生物 300142"
"2040","星河生物 300143"
"2041","宋城股份 300144"
"2042","南方泵业 300145"
"2043","汤臣倍健 300146"
"2044","香雪制药 300147"
"2045","天舟文化 300148"
"2046","量子高科 300149"
"2047","世纪瑞尔 300150"
"2048","昌红科技 300151"
"2049","燃控科技 300152"
"2050","科泰电源 300153"
"2051","瑞凌股份 300154"
"2052","安居宝 300155"
"2053","天立环保 300156"
"2054","恒泰艾普 300157"
"2055","振东制药 300158"
"2056","新研股份 300159"
"2057","秀强股份 300160"
"2058","华中数控 300161"
"2059","雷曼光电 300162"
"2060","先锋新材 300163"
"2061","通源石油 300164"
"2062","天瑞仪器 300165"
"2063","东方国信 300166"
"2064","迪威视讯 300167"
"2065","万达信息 300168"
"2066","天晟新材 300169"
"2067","汉得信息 300170"
"2068","东富龙 300171"
